first_input,second_input,output,real
elves,elves,elf village,TRUE
bear,Beorn,Beorn,TRUE
Beorn,Beorn,Beorn,TRUE
Darth Sauron,Sauron,Darth Sauron,FALSE
Darth Sauron,Darth Sauron,Darth Sauron,FALSE
Darth Vader,Anakin,Luke Skywalker,TRUE
treasure,Earendil,Arkenstone,TRUE
sickle,scythe,Grim Reaper,TRUE
home,basement,dungeon,TRUE
Santa,Chronos,Father Time,TRUE
yoga,yogi,yogurt,TRUE
sagebrush,zombie,cowboy,TRUE
muscle,Frankenstein,hulk,TRUE
elf on the shelf,elf,elf on the shelf,TRUE
blimp,airship,zeppelin,TRUE
darkest night,dark side,Dark Knight,TRUE
double cheeseburger,double cheeseburger,double double cheeseburger,TRUE
double double,double double,double double,TRUE
Gemini,Gemini,twin,TRUE
judge,judge,court,TRUE
The Silmarillion,Balrogs,The Fall of Gondolin,TRUE
leather,leather,leather armor,TRUE
psychiatrist,psychiatrist,psychiatrist,TRUE
diamond,diamond,diamond block,TRUE
sickle,sickle,scythe,TRUE
flying monkey,flying monkey king,flying monkey king,TRUE
flying monkey king,flying monkey king,flying monkey king,TRUE
yogi,yogi,yogi,TRUE
Robin Hood,The Hobbit,Robin Hood: Prince of Thieves,TRUE
Robin Hood,pirate,thief,TRUE
evil,evil,evil,TRUE
applejack,applejack,applejack,TRUE
aunt,human,mother,TRUE
aunt,uncle,nephew,TRUE
uncle,nephew,cousin,TRUE
judge,art,lawyer,TRUE
chessboard,chessboard,chessboard,TRUE
Sauron,The Lord of the Rings,The Eye Of Sauron,TRUE
Ghostbuster,Ghostbuster,Ghostbuster,TRUE
Stay Puft,Stay Puft,Stay Puft,TRUE
giant marshmallow,Stay Puft,marshmallow man,TRUE
home,trash,garbage,TRUE
ant hill,colony,ant colony,TRUE
triple hamburger,triple hamburger,triple triple hamburger,FALSE
house,snake,clinic,TRUE
asylum,insane asylum,insane,TRUE
The Lord of the Rings,The Hobbit,The Hobbit: The Lord Of The Rings,FALSE
best friend,best friend,best friends,TRUE
wereanimal,wereanimal,wereanimal,FALSE
council,council,parliament,TRUE
Lord Of The Two Rings,Lord Of The Two Rings,Lord Of The Two Rings,FALSE
phobia,phobophobia,phobophobophobia,FALSE
The Hobbit,The Hobbit: The Battle Of The Five Armies,[not],FALSE
The Battle of the Five Armies,The Hobbit: The Battle Of The Five Armies,[not],FALSE
The Hobbit: The Battle Of The Five Armies,The Hobbit: The Battle Of The Five Armies,[not],FALSE
The Silmarillion,Beorn,Beorn the Old,FALSE
colony,zombie,[not],FALSE
Lothlorien,Gondor,Middle Earth,TRUE
Glaurung,Aragorn,dragon,TRUE
myth,Glaurung,dragon,TRUE
Robin Hood,Sherwood,forest,TRUE
Sherwood,Sherwood,forest,TRUE
The History Of Middle Earth,Galadriel,The Silmarillion,TRUE
The History Of Middle Earth,battle,The Silmarillion,TRUE
fairy godmother,fruit,apple,TRUE
best friends,best friends,party,TRUE
fisherman,leather armor,pirate,TRUE
home,Lothlorien,hobbit,TRUE
gone,Gollum,hobbit,TRUE
fall,Gollum,hobbit,TRUE
Turgon,gold,ring,TRUE
Luke Skywalker,Anakin,Darth Vader,TRUE
Balrog,fall,Gollum,TRUE
Middle Earth,gone,Gollum,TRUE
Frodo Baggins,The One Ring,Gollum,TRUE
Chewbacca,The One Ring,Gollum,TRUE
Gollum,The One Ring,Gollum,TRUE
The Lord of the Rings,The One Ring,Gollum,TRUE
Nenya,ring,elf,TRUE
warrior,Glorfindel,elf,TRUE
Lothlorien,hobbit,elf,TRUE
Cinderella,fairy godmother,prince,TRUE
legend,pegasus,unicorn,TRUE
legendary,mythical,unicorn,TRUE
legend,mythical,unicorn,TRUE
Frankenstein,hulk,monster,TRUE
wardrobe,Narnia,lion,TRUE
Chewbacca,Chewbacca,Chewbacca,TRUE
Wookie,Chewbacca,Chewbacca,TRUE
Chewbacca,coin,Chewbacca,TRUE
Chewbacca,Gollum,Chewbacca,TRUE
portal,wormhole,black hole,TRUE
The Lord of the Rings,gryphon,Gandalf,TRUE
mother,human,baby,TRUE
treasure,Turgon,gold,TRUE
court,court,castle,TRUE
home,dungeon,prison,TRUE
dungeon,jail,prison,TRUE
Santa Claus,unicorn,Christmas,TRUE
Santa,gift,Christmas,TRUE
present,gift,Christmas,TRUE
Santa Claus,present,Christmas,TRUE
Elrond,twin,Elrond,TRUE
patient,therapy,cure,TRUE
artist,Nenya,Galadriel,TRUE
The Silmarillion,The History Of Middle Earth,The Lord Of The Rings,TRUE
The Two Towers,The Return Of The King,The Lord of the Rings,TRUE
asylum,insane,patient,TRUE
therapy,cure,medicine,TRUE
Glaurung,elf,Smaug,TRUE
dragon,Glorfindel,Smaug,TRUE
parliament,parliament,palace,TRUE
archer,legend,Robin Hood,TRUE
forest,Sherwood,Robin Hood,TRUE
legend,Sherwood,Robin Hood,TRUE
dungeon,prison,jail,TRUE
fisherman,court,fisherman,TRUE
Turgon,Gondolin,Gondolin,TRUE
sagebrush,cowboy,cactus,TRUE
sweat,bodybuilder,muscle,TRUE
gym,bodybuilder,muscle,TRUE
bicep,bicep,muscle,TRUE
Robin Hood,thief,archer,TRUE
treasure,Arkenstone,One Ring,TRUE
octuplets,octuplets,octuplets,TRUE
uncle,cousin,aunt,TRUE
Chewbacca,Ewok,Wookie,TRUE
Chewbacca,Sith,Wookie,TRUE
Chewbacca,sauna,Wookie,TRUE
Chewbacca,princess,Wookie,TRUE
Chewbacca,hobo,Wookie,TRUE
The Silmarillion,The Fall of Gondolin,The Children Of Hurin,TRUE
anarchy,order,chaos,TRUE
order,order,chaos,TRUE
slave,shirt,slavery,TRUE
cousin,aunt,uncle,TRUE
Stargate,portal,wormhole,TRUE
portal,black hole,wormhole,TRUE
gone,gnome,gone,TRUE
Glorfindel,elf,Legolas,TRUE
clown,colosseum,gladiator,TRUE
law,judge,justice,TRUE
husband,clinic,wife,TRUE
Lord of the Rings,elf village,Rivendell,TRUE
yogurt,yogurt,cheese,TRUE
chaos,order,balance,TRUE
double hamburger,quadruple hamburger,triple hamburger,TRUE
love,Nenya,Arwen,TRUE
pestilence,pestilence,plague,TRUE
malaria,pestilence,plague,TRUE
pest,pestilence,plague,TRUE
wool,blanket,sleep,TRUE
mistake,whoops,oops,TRUE
whoops,whoops,oops,TRUE
epic,myth,legend,TRUE
legendary,myth,legend,TRUE
myth,myth,legend,TRUE
myth,legend,legendary,TRUE
gift,gift,present,TRUE
gift,Christmas,present,TRUE
Santa Claus,Christmas,present,TRUE
Ewok city,Ewok city,Ewok village,TRUE
Ewok treehouse,Ewok treehouse,Ewok village,TRUE
Ewok,Ewok city,Ewok village,TRUE
Ewok treehouse,Ewok city,Ewok village,TRUE
human,Chewbacca,Han Solo,TRUE
Narnia,Narnia,Narnia,TRUE
Ewok city,Ewok village,Ewok,TRUE
Ewok village,Chewbacca,Ewok,TRUE
Medusa,Medusa,Medusa,TRUE
Medusa,wardrobe,snake,TRUE
home,Helen,Troy,TRUE
war,Helen,Troy,TRUE
door,Narnia,wardrobe,TRUE
closet,Narnia,wardrobe,TRUE
hippogriff,gryphon,griffin,TRUE
legend,unicorn,pegasus,TRUE
justice,law,judge,TRUE
order,law,judge,TRUE
mythical,unicorn,pegasus,TRUE
Mufasa,Lion King,Simba,TRUE
snake,Medusa,Gorgon,TRUE
hydra,Medusa,Gorgon,TRUE
Helen,Helen,Helen,TRUE
love,Helen,Paris,TRUE
child,Luke,Skywalker,TRUE
Anakin,Luke,Skywalker,TRUE
Luke,Jedi,Skywalker,TRUE
Luke,Luke,Luke,TRUE
Turgon,Elrond,Elendil,TRUE
cotton gin,cotton mill,factory,TRUE
cotton mill,cotton mill,factory,TRUE
legend,legend,myth,TRUE
mythical,mythical,mythical,TRUE
Santa Claus,king,Santa Claus,TRUE
Santa Claus,Santa,Santa Claus,TRUE
Santa Claus,Santa Claus,Santa Claus,TRUE
The Return Of The King,The Lord of the Rings,The Two Towers,TRUE
Fellowship of the Ring,The Return Of The King,The Two Towers,TRUE
forest,Chewbacca,Wookiee,FALSE
Chewbacca,Jedi,Wookiee,FALSE
Chewbacca,planet,Kashyyyk,TRUE
cat and mouse,Tom and Jerry,cartoon,TRUE
cat,Tom and Jerry,Tom,TRUE
Chewbacca,mead,Wookiee,FALSE
Darth Vader,Luke Skywalker,father,TRUE
Darth Vader,Luke,father,TRUE
Earendil,Arkenstone,Silmaril,TRUE
The One Ring,The One Ring,The One Ring,TRUE
The Lord of the Rings,The Eye Of Sauron,The One Ring,TRUE
Baggins,Chewbacca,hobo,TRUE
baby,octuplets,octomom,TRUE
crossroad,street,intersection,TRUE
whopper,mega whopper,double whopper,TRUE
cheeseburger,triple cheeseburger,quadruple cheeseburger,TRUE
double cheeseburger,triple cheeseburger,quadruple cheeseburger,TRUE
triple cheeseburger,triple cheeseburger,triple cheeseburger,TRUE
double cheeseburger,double double cheeseburger,triple cheeseburger,TRUE
triple triple,triple triple,triple triple,TRUE
quadruple hamburger,quadruple hamburger,quadruple cheeseburger,TRUE
treasure,Elwing,Earendil,TRUE
therapy,therapy,therapy,TRUE
holy water,holy lake,holy grail,TRUE
holy lake,holy lake,holy lake,TRUE
cotton,shirt,T-shirt,TRUE
shirt,shirt,T-shirt,TRUE
colony,ant colony,colony,TRUE
alicorn,sea alicorn,sea unicorn,TRUE
bodybuilder,bodybuilder,bodybuilder,TRUE
colosseum,colosseum,colosseum,TRUE
cotton,yarn,thread,TRUE
The Return Of The King,The Return Of The King,The Return Of The King,TRUE
love,gone,over,TRUE
Ghostbusters,creeper,slimer,TRUE
yarn,cat,ball,TRUE
Tom and Jerry,Tom and Jerry,Tom and Jerry,TRUE
cat,leopard,cheetah,TRUE
leopard,leopard,cheetah,TRUE
wolf,wolf pack,alpha,TRUE
Simba,Lion King,Mufasa,TRUE
quadruplets,octuplets,12,FALSE
crossroad,road,crossroad,TRUE
crossroad,crossroad,crossroad,TRUE
toast,fruit,jam,TRUE
elf,drow,drow,TRUE
drow,drow,drow,TRUE
mega whopper,mega whopper,mega whopper,TRUE
hamburger,triple triple,heart attack,TRUE
griffin,gryphon,gryffin,TRUE
Galadriel,Golladriel,Golladriel,FALSE
Golladriel,Golladriel,Golladriel,FALSE
Golladriel,Gollum,Golladrielum,FALSE
Turgon,Arwen,Ecthelion,TRUE
order,justice,law,TRUE
order,judge,law,TRUE
wool,yarn,sweater,TRUE
yarn,yarn,ball of yarn,TRUE
oops,whoops,oops whoops,TRUE
portal,portal,portal,TRUE
yogurt,cheese,cheesecake,TRUE
Robin Hood,legend,Sherwood,TRUE
sea alicorn,sea alicorn,sea alicorn,TRUE
muscle,bicep,arm,TRUE
muscle,bodybuilder,Arnold Schwarzenegger,TRUE
stadium,colosseum,arena,TRUE
creeper,creeper,creeper,TRUE
Ewok treehouse,Ewok village,Ewok city,TRUE
treehouse,Ewok treehouse,Ewok treehouse,TRUE
The History Of Middle Earth,god,Tolkien,TRUE
wolf pack,wolf pack,wolf pack,TRUE
Lion King,Lion King,Lion King,TRUE
sand,sand castle,sand castle,TRUE
sand ant,sand castle,sand castle,TRUE
sand castle,sand castle,sand castle,TRUE
triplets,11,14,FALSE
fire-impale-onyx-rex,fire,fire-impale-onyx-rex,FALSE
fire-impale-onyx-rex,impale,fire-impale-onyx-rex,FALSE
toast,toast,toast,TRUE
Wrynn,Varian,Wrynn,TRUE
stormwind,Varian,Wrynn,TRUE
dragonborn,drow,drowborn,TRUE
Varian,Varian,Varian,TRUE
traffic light,road,crosswalk,TRUE
fire-impale-onyx-rex,Pope,Popeye,TRUE
Elrond,Elwing,Elros,TRUE
elf,elf village,elf village,TRUE
elf village,Arkenstone,elf village,TRUE
Narnia,lion,Aslan,TRUE
fall,waterfall,autumn,TRUE
therapy,medicine,psychotherapy,TRUE
blanket,blanket,quilt,TRUE
diamond,diamond block,diamond,TRUE
Santa,Father Time,Father Christmas,TRUE
fall,fall,cliff,TRUE
Robin Hood: Prince of Thieves,Robin Hood,Robin Hood: Men in Tights,TRUE
hangover,mother,mother-in-law,TRUE
sea unicorn,sea alicorn,sea horse,TRUE
dog,myth,Cerberus,TRUE
mythical,Hades,Cerberus,TRUE
cowboy,cowboy,cowboy,TRUE
meatloaf sandwich,bicep,Popeye,TRUE
hulk,hulk,hulk,TRUE
muscle,hulk,hulk,TRUE
fairy godmother,apple,poison apple,TRUE
prince,Narnia,Caspian,TRUE
love,Lothlorien,Lorien,TRUE
twins,octuplets,9,FALSE
double double cheeseburger,double double cheeseburger,double double cheeseburger,TRUE
twin,twin,twin,TRUE
gryphon,gryphon,gryphon egg,TRUE
The Fall of Gondolin,The Fall of Gondolin,The Fall of Gondolin,TRUE
leather armor,leather armor,leather armor,TRUE
diamond block,diamond block,diamond block,TRUE
Nenya,Nenya,Vilya,TRUE
thief,thief,thief,TRUE
lawyer,lawyer,lawsuit,TRUE
creepy,creeper,creepier,TRUE
home,gone,gnome,TRUE
leopard,panther,leopanther,FALSE
The Eye Of Sauron,The Eye Of Sauron,The Eye Of Sauron,TRUE
marshmallow man,marshmallow man,marshmallow man,TRUE
quadruplets,11,15,FALSE
law,law,constitution,TRUE
triple hamburger,triple triple,triple triple triple,FALSE
triple hamburger,quadruple hamburger,quadruple triple hamburger,FALSE
Gondolin,fall,Fall of Gondolin,TRUE
leopard,lion,leopon,TRUE
twins,11,13,FALSE
Lord of the Rings,The Return Of The King,The Lord Of The Rings: The Return Of The King,FALSE
triple hamburger,triple triple hamburger,triple triple triple hamburger,FALSE
double hamburger,triple triple,quadruple quadruple,FALSE
The Hobbit: The Lord Of The Rings,The Hobbit,[not],FALSE
zombie,cowboy,[not],FALSE
zombie,creeper,[not],FALSE
gone,gone,[not],FALSE
Balrogs,gone,[not],FALSE
giant marshmallow,marshmallow man,giant marshmallow man,FALSE
Tolkien,Sauron,Lord of the Rings,TRUE
cliff,cliff,mountain,TRUE
riddle,Tom,Batman,TRUE
home,over,house,TRUE
cliff,mountain,rock,TRUE
home,Tolkien,hobbit,TRUE
Skywalker,Anakin,Darth Vader,TRUE
Luke Skywalker,father,Darth Vader,TRUE
lawyer,lawsuit,money,TRUE
wolf,alpha,werewolf,TRUE
Caspian,Narnia,prince,TRUE
narwhal,Cerberus,unicorn,TRUE
Narnia,Aslan,lion,TRUE
lion,leopon,lion,TRUE
forest,Wookiee,Chewbacca,TRUE
Wookiee,Chewbacca,Chewbacca,TRUE
human,Han Solo,Chewbacca,TRUE
Kashyyyk,Wookiee,Chewbacca,TRUE
planet,Wookiee,Chewbacca,TRUE
Jedi,Wookiee,Chewbacca,TRUE
Wookiee,Baggins,Chewbacca,TRUE
present,gladiator,Santa,TRUE
Morgoth,Tolkien,Sauron,TRUE
Nenya,Vilya,Elrond,TRUE
Elrond,Elros,Elrond,TRUE
Elwing,Elros,Elrond,TRUE
The Children Of Hurin,fortress,Nargothrond,TRUE
The Lord of the Rings,Tolkien,The Hobbit,TRUE
Robin Hood,The Children Of Hurin,The Hobbit,TRUE
yarn,ball of yarn,cat,TRUE
Cerberus,archer,Hades,TRUE
yarn,ball,cat,TRUE
Tom and Jerry,cartoon,cat,TRUE
Ghostbusters,slimer,ghost,TRUE
ball,ball,boulder,TRUE
Robin Hood: Prince of Thieves,Robin Hood: Men in Tights,Robin Hood,TRUE
clown,gladiator,Joker,TRUE
Turgon,Ecthelion,Gondolin,TRUE
holy grail,Jesus,Christianity,TRUE
holy water,holy grail,Jesus,TRUE
gladiator,Statue of Liberty,minotaur,TRUE
bicep,arm,muscle,TRUE
Turgon,The Children Of Hurin,Turin,TRUE
mother-in-law,aunt,ant,TRUE
Skywalker,Luke,Jedi,TRUE
Chewbacca,balance,Jedi,TRUE
balance,Jedi,Yoda,TRUE
balance,Yoda,Jedi,TRUE
Fall of Gondolin,Gondolin,fall,TRUE
home,Paris,France,TRUE
The Children Of Hurin,The Children Of Hurin,The Children Of Hurin,TRUE
Ecthelion,Gondolin,Turgon,TRUE
chaos,balance,yin yang,TRUE
balance,zen,yin yang,TRUE
hamburger,heart attack,death,TRUE
cheeseburger,heart attack,death,TRUE
colosseum,arena,gladiator,TRUE
zombie,arena,gladiator,TRUE
gladiator,gladiator,gladiator,TRUE
order,balance,justice,TRUE
Han Solo,Leia,Kylo Ren,TRUE
intersection,traffic light,accident,TRUE
Elendil,flood,Numenor,TRUE
thread,thread,yarn,TRUE
ball of yarn,ball of yarn,yarn,TRUE
whoops,oops whoops,oops,TRUE
father,father,grandfather,TRUE
cotton mill,factory,clothes,TRUE
Han Solo,Han Solo,Han Solo,TRUE
cat,ball,mouse,TRUE
ball,mouse trap,mouse,TRUE
lion,Aslan,Narnia,TRUE
Caspian,lion,Narnia,TRUE
prince,Caspian,Narnia,TRUE
snake,Gorgon,Medusa,TRUE
hydra,Gorgon,Medusa,TRUE
Gorgon,Gorgon,Medusa,TRUE
Helen,Paris,Troy,TRUE
gryphon,gryffin,griffin,TRUE
gryphon,gryphon egg,gryphon,TRUE
gryphon egg,gryphon egg,gryphon,TRUE
fall,cliff,waterfall,TRUE
Darth Vader,father,Anakin,TRUE
balance,yin yang,zen,TRUE
apple,poison apple,poison,TRUE
Han Solo,princess,Leia,TRUE
cotton,thread,cloth,TRUE
war,Troy,Helen,TRUE
Troy,Helen,Paris,TRUE
Troy,Paris,Helen,TRUE
home,Troy,Trojan,TRUE
child,Skywalker,Luke,TRUE
Skywalker,Skywalker,Skywalker,TRUE
Skywalker,Darth Vader,Luke,TRUE
Skywalker,Jedi,Luke,TRUE
plague,plague,epidemic,TRUE
pest,plague,epidemic,TRUE
quilt,quilt,blanket,TRUE
factory,factory,factory,TRUE
T-shirt,T-shirt,shirt,TRUE
shirt,T-shirt,tuxedo,TRUE
sword,Elendil,Anduril,TRUE
sea unicorn,sea horse,sea dragon,TRUE
Santa,Father Christmas,Santa Claus,TRUE
Father Time,Father Christmas,Santa Claus,TRUE
Father Christmas,Father Christmas,Santa Claus,TRUE
gone,over,done,TRUE
planet,Kashyyyk,Wookiee,FALSE
Chewbacca,Kashyyyk,Wookiee,FALSE
Kashyyyk,Kashyyyk,Kashyyyk,TRUE
darkest night,Kashyyyk,Wookiee,FALSE
Lorien,sleep,dream,TRUE
octuplets,12,16,FALSE
quadruplets,12,16,FALSE
octomom,octomom,octomom,TRUE
octuplets,octomom,octodecimom,FALSE
whopper,double whopper,triple whopper,TRUE
mega whopper,double whopper,triple whopper,TRUE
double whopper,double whopper,triple whopper,TRUE
quadruple cheeseburger,quadruple cheeseburger,quadruple cheeseburger,TRUE
quadruple hamburger,quadruple cheeseburger,quadruple cheeseburger,TRUE
malaria,plague,pestilence,TRUE
holy grail,holy grail,holy grail,TRUE
holy lake,holy grail,Excalibur,TRUE
cotton,T-shirt,T-shirt,TRUE
sea alicorn,sea horse,sea unicorn,TRUE
arena,arena,colosseum,TRUE
arena,gladiator,colosseum,TRUE
arm,arm,body,TRUE
slimer,ghost,slimer,TRUE
ball,mouse,mouse trap,TRUE
Tom and Jerry,Tom,Tom and Jerry,TRUE
cat and mouse,cartoon,Tom and Jerry,TRUE
cat,cheetah,leopard,TRUE
cheetah,leopard,cheetah,TRUE
cheetah,cheetah,cheetah,TRUE
panther,cheetah,leopard,TRUE
leopanther,cat,leopard,TRUE
alpha,alpha,alpha,TRUE
twins,9,11,FALSE
crossroad,intersection,crossroad,TRUE
intersection,street,crossroad,TRUE
dragonborn,drowborn,drow,TRUE
drow,drowborn,drow,TRUE
cheeseburger,quadruple cheeseburger,heart attack,TRUE
triple triple,heart attack,heart attack,TRUE
heart attack,heart attack,heart attack,TRUE
double cheeseburger,quadruple cheeseburger,heart attack,TRUE
Medusa,Gorgon,Stheno,TRUE
love,Paris,Eiffel Tower,TRUE
Paris,Paris,Eiffel Tower,TRUE
griffin,gryffin,gryffin,TRUE
gryffin,gryffin,gryffin,TRUE
Golladriel,Golladrielum,Golladrielum,FALSE
Gollum,Golladrielum,Golladrielum,FALSE
Golladrielum,Golladrielum,Golladrielum,FALSE
plague,pestilence,Black Death,TRUE
yarn,thread,sweater,TRUE
yarn,sweater,sweater,TRUE
sweater,sweater,sweater,TRUE
blanket,sleep,nap,TRUE
sleep,sleep,bed,TRUE
blanket,quilt,bed,TRUE
oops,oops whoops,whoops,TRUE
oops whoops,oops whoops,oops whoops,TRUE
oops whoops,mistake,oops whoops,TRUE
Han Solo,Chewbacca,Millenium Falcon,TRUE
cheesecake,cheesecake,cheesecake,TRUE
yogurt,cheesecake,cheesecake,TRUE
cheese,cheesecake,cheesecake,TRUE
apple,mother-in-law,pie,TRUE
traffic,jam,jam,TRUE
Cerberus,unicorn,chimera,TRUE
Arnold Schwarzenegger,Arnold Schwarzenegger,Arnold Schwarzenegger,TRUE
muscle,arm,bicep,TRUE
colosseum,gladiator,arena,TRUE
Aragorn,gryffin,eagle,TRUE
slimer,slimer,blob,TRUE
cat,Tom,tomcat,TRUE
Tom,Tom,tomato,TRUE
cartoon,cartoon,animation,TRUE
wolf pack,alpha,beta,TRUE
baby,octomom,octoplet,FALSE
jam,bread,toast,TRUE
drowborn,drowborn,drowborn,TRUE
crosswalk,road,zebra,TRUE
Elros,Elros,Elros,TRUE
Aslan,Aslan,Aslan,TRUE
Golladrielum,fall,autumn,TRUE
autumn,autumn,leaf,TRUE
love,over,lover,TRUE
The Children Of Hurin,forest,Taur-nu-fuin,TRUE
psychotherapy,psychotherapy,psychotherapy,TRUE
psychotherapy,therapy,psychotherapy,TRUE
balance,balance,scales,TRUE
balance,justice,scales,TRUE
wool,sweater,sheep,TRUE
wool,sleep,sheep,TRUE
cotton gin,factory,Industrial Revolution,TRUE
Robin Hood: Men in Tights,Robin Hood: Men in Tights,Robin Hood: Men in Tights,TRUE
Robin Hood,Robin Hood: Men in Tights,Robin Hood: Men in Tights,TRUE
sea horse,sea horse,sea horse,TRUE
muscle,Arnold Schwarzenegger,Terminator,TRUE
bodybuilder,Arnold Schwarzenegger,Terminator,TRUE
creepier,creepier,creepiest,TRUE
poison apple,poison apple,poison apple,TRUE
ball of yarn,cat,yarn ball,TRUE
Lothlorien,Lorien,Lorien,TRUE
octuplets,9,17,FALSE
triplets,14,17,FALSE
Silmaril,Elendil,Elendilmir,TRUE
medicine,psychotherapy,psychiatry,TRUE
human,cheesecake,fat,TRUE
lawsuit,lawsuit,lawsuit,TRUE
warrior,gladiator,Spartan,TRUE
mother-in-law,baby,monster-in-law,TRUE
leopanther,panther,leopanther,FALSE
11,14,25,FALSE
quadruplets,15,19,FALSE
Popeye,onyx,spinach,TRUE
Popeye,sea serpent,sailor,TRUE
constitution,constitution,constitution,TRUE
toast,jam,pop tart,TRUE
triple cheeseburger,quadruple cheeseburger,quintuple cheeseburger,FALSE
triple hamburger,quadruple triple hamburger,quadruple triple hamburger,FALSE
fall,autumn,leaves,TRUE
plague,family,quarantine,TRUE
poison apple,poison,Snow White,TRUE
cheetah,sea,piranha,TRUE
triple hamburger,triple triple triple,triple triple triple triple,FALSE
Arwen,Ecthelion,[not],FALSE
Ecthelion,Ecthelion,[not],FALSE
zombie,gladiator,[not],FALSE
Gollum,slimer,Slimegollum,FALSE
arm,body,human,TRUE
Anduril,dragon,fire,TRUE
Nargothrond,gold,dragon,TRUE
Smaug,Nargothrond,dragon,TRUE
scales,scales,dragon,TRUE
egg,Anduril,dragon,TRUE
leaf,leaf,tree,TRUE
sword,Anduril,king,TRUE
sailor,sea serpent,pirate,TRUE
darkest night,Kylo Ren,Darth Vader,TRUE
Kylo Ren,Sith,Darth Vader,TRUE
epidemic,plague,zombie,TRUE
body,zombie,zombie,TRUE
hobbit,Nargothrond,Gollum,TRUE
Nargothrond,Gollum,Gollum,TRUE
monster-in-law,bride,divorce,TRUE
Snow White,Snow White,snowman,TRUE
Millenium Falcon,Han Solo,Chewbacca,TRUE
Kylo Ren,Kashyyyk,Chewbacca,TRUE
Christmasgiving,Trojan,Santa,TRUE
Numenor,warrior,Aragorn,TRUE
Elendil,Anduril,Aragorn,TRUE
Lorien,dream,Galadriel,TRUE
Turin,Glaurung,Nargothrond,TRUE
home,lover,marriage,TRUE
sea,piranha,shark,TRUE
ball of yarn,yarn ball,cat,TRUE
slimer,blob,ghost,TRUE
quarantine,plant,weed,TRUE
Nargothrond,family,dwarf,TRUE
Kylo Ren,Chewbacca,Star Wars,TRUE
gladiator,Spartan,warrior,TRUE
accident,accident,disaster,TRUE
cloth,clothes,fashion,TRUE
Kylo Ren,Darth Vader,Sith,TRUE
monster-in-law,child,bride,TRUE
home,Trojan,horse,TRUE
Troy,Trojan,horse,TRUE
Popeye,body,muscle,TRUE
Nargothrond,warrior,Turin,TRUE
Nargothrond,princess,Turin,TRUE
leaf,autumn,fall,TRUE
Paris,Eiffel Tower,France,TRUE
cotton gin,Industrial Revolution,slavery,TRUE
Excalibur,Excalibur,sword,TRUE
done,Balrogs,gone,TRUE
love,lover,heart,TRUE
Turin,love,Italy,TRUE
Nargothrond,Turin,Gwindor,TRUE
scales,judge,justice,TRUE
cloth,cloth,tent,TRUE
Kylo Ren,Kylo Ren,Kylo Ren,TRUE
cloth,tent,tent,TRUE
Turin,The Children Of Hurin,Nienor,TRUE
epidemic,epidemic,plague,TRUE
pest,epidemic,plague,TRUE
pestilence,Black Death,plague,TRUE
Black Death,Black Death,plague,TRUE
pirate,epidemic,plague,TRUE
tuxedo,tuxedo,penguin,TRUE
blanket,nap,sleep,TRUE
nap,nap,sleep,TRUE
blanket,bed,sleep,TRUE
grandfather,grandfather,grandfather,TRUE
clothes,clothes,clothes,TRUE
thread,cloth,clothes,TRUE
Chewbacca,Millenium Falcon,Han Solo,TRUE
human,Millenium Falcon,Han Solo,TRUE
cat,yarn ball,yarn,TRUE
yarn ball,yarn ball,yarn,TRUE
nap,dream,sleep,TRUE
Gorgon,Stheno,Medusa,TRUE
lover,house,mistress,TRUE
fat,fat,oil,TRUE
justice,scales,judge,TRUE
Batman,France,Frenchman,TRUE
summer,France,vacation,TRUE
Medusa,Stheno,Gorgon,TRUE
home,Eiffel Tower,Paris,TRUE
love,France,Paris,TRUE
love,Eiffel Tower,Paris,TRUE
mythical,Nargothrond,Glaurung,TRUE
dragon,Nargothrond,Glaurung,TRUE
Numenor,Earendil,Elendil,TRUE
octoplet,octoplet,octopus,TRUE
baby,octoplet,octopus,TRUE
quilt,bed,blanket,TRUE
cotton mill,clothes,factory,TRUE
cotton,cloth,shirt,TRUE
factory,clothes,clothing,TRUE
Anduril,Anduril,Anduril,TRUE
done,done,done,TRUE
over,done,finished,TRUE
gone,done,finished,TRUE
cartoon,animation,anime,TRUE
sleep,nap,dream,TRUE
palace,France,Versailles,TRUE
octuplets,octodecimom,octodecimom,FALSE
octodecimom,octodecimom,octodecimom,FALSE
whopper,triple whopper,double whopper,TRUE
triple whopper,triple whopper,triple whopper,TRUE
triple cheeseburger,quintuple cheeseburger,double cheeseburger,TRUE
Nargothrond,king,Finrod,TRUE
sheep,sheep,flock,TRUE
body,body,corpse,TRUE
thread,clothes,tailor,TRUE
Han Solo,Kylo Ren,Ben Solo,TRUE
beta,beta,alpha,TRUE
wolf pack,beta,alpha,TRUE
accident,traffic light,red,TRUE
Stheno,Stheno,Euryale,TRUE
coral vase,France,Eiffel Tower,TRUE
Eiffel Tower,Eiffel Tower,Eiffel Tower,TRUE
epidemic,zombie,zombie apocalypse,TRUE
sweater,sheep,sweater,TRUE
wool,sheep,sweater,TRUE
T-shirt,tuxedo,formal,TRUE
Millenium Falcon,Millenium Falcon,Millenium Falcon,TRUE
factory,Industrial Revolution,robot,TRUE
jam,accident,traffic,TRUE
traffic,accident,jam,TRUE
muscle,Terminator,Arnold Schwarzenegger,TRUE
Arnold Schwarzenegger,Terminator,Arnold Schwarzenegger,TRUE
blob,blob,blob,TRUE
